LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
36,10240,1Fam,9,8,2,1,6,1976,928,2,GasA,Y,1856,0,2009,278626.814385798
74,10400,1Fam,5,6,2,1,10,1921,1196,2,GasA,Y,904,0,2006,91317.9042121106
70,10207,1Fam,6,3,1,1,7,1936,1161,3,GasA,Y,1640,0,2007,154510.571020883
85,7917,1Fam,6,8,1,1,7,1988,650,3,GasA,Y,1552,0,2008,160244.395564538
0,11670,1Fam,3,5,1,1,7,1900,700,2,GasA,Y,955,0,2006,137259.67444732
48,7577,1Fam,6,7,2,0,5,1989,793,3,GasA,Y,1446,0,2010,197097.720324879
73,19138,1Fam,5,7,2,1,7,1968,866,2,GasA,Y,1717,648,2007,206861.686828911
60,8314,1Fam,6,5,1,1,10,1972,1164,3,GasA,Y,1396,0,2006,175363.260061482
79,53227,1Fam,5,6,2,1,6,1970,698,2,GasA,Y,1432,0,2008,106506.477249415
65,8012,1Fam,9,5,2,1,5,2005,384,3,GasA,Y,1112,0,2009,187854.298677443
24,16226,1Fam,10,5,2,1,4,1940,1809,4,GasA,Y,1473,0,2008,295536.575105806
0,10200,1Fam,5,5,1,1,6,2001,855,4,GasA,Y,1184,0,2010,161970.702479218
34,11426,1Fam,6,5,2,1,8,2003,483,2,GasA,Y,1212,0,2009,144512.085083943
90,13500,1Fam,6,5,1,0,6,1959,912,2,GasA,N,1176,0,2009,147392.587246895
103,10437,1Fam,7,5,2,0,5,1998,600,3,GasA,Y,2320,0,2006,206712.338943676
52,21695,2fmCon,8,5,1,0,6,2007,1606,4,GasA,Y,1588,0,2009,260053.130153786
110,7018,1Fam,8,5,1,0,8,1988,1777,2,GasW,N,784,0,2006,261060.743719906
89,12665,1Fam,4,5,2,0,7,1923,462,2,GasA,Y,2031,0,2009,116237.622070034
66,7892,1Fam,8,5,2,1,5,1995,1176,3,GasA,N,864,0,2009,195884.871423194
65,8235,1Fam,9,6,2,1,6,1920,1240,2,GasA,Y,1908,0,2007,304034.035415776
43,9000,1Fam,5,5,1,0,7,1999,1196,3,GasA,Y,1688,0,2006,138228.12226079
65,11645,1Fam,7,5,3,0,5,1930,992,3,GasA,Y,1764,0,2006,179073.473170433
95,4500,1Fam,7,8,2,0,3,2006,1394,3,GasA,Y,1135,0,2006,218931.024272179
0,14762,1Fam,7,6,1,1,8,2005,672,2,GasA,Y,1304,0,2009,188432.838267543
75,7438,1Fam,7,5,1,0,6,2004,0,3,GasA,Y,1750,0,2006,193915.649204542
53,11952,1Fam,6,5,1,1,6,1939,892,2,GasA,Y,1796,0,2010,183177.548924953
21,11228,1Fam,5,7,2,1,6,1977,684,3,GasA,Y,1196,0,2009,123459.97997532
75,7590,1Fam,4,7,3,0,7,1996,793,3,GasA,Y,848,0,2008,143855.299747016
50,5604,1Fam,7,6,1,0,9,1999,105,2,GasA,Y,912,0,2008,115546.606851262
59,9525,1Fam,6,5,1,0,8,1977,1204,1,GasA,Y,1614,0,2009,182764.87927862
41,7917,1Fam,8,8,1,0,5,1988,1364,3,GasA,Y,1432,0,2008,205529.167643275
57,12150,1Fam,6,5,2,0,7,1966,0,2,GasA,Y,2098,0,2007,182240.208153889
60,11700,1Fam,7,5,1,0,6,1975,1202,3,GasA,Y,1850,0,2008,198166.20646551
61,9022,1Fam,4,8,2,1,6,1936,784,3,GasA,Y,894,0,2009,135193.298792573
0,11143,1Fam,7,5,2,0,6,1925,2392,4,GasA,Y,1710,0,2008,211638.043804015
40,10921,1Fam,5,5,3,1,9,1949,1196,3,GasA,Y,1028,0,2007,136972.875137377
80,5400,Duplex,7,5,2,1,7,1957,588,3,GasA,Y,1888,0,2009,157875.953484387
96,7800,1Fam,6,5,1,0,7,2007,1127,4,GasA,Y,789,0,2007,106919.29114687
59,10625,TwnhsE,5,5,1,0,5,1994,1610,3,GasA,Y,1479,0,2007,191924.967188827
85,11988,1Fam,7,7,2,1,6,1949,860,2,GasA,Y,882,0,2010,129673.910618073
65,10171,1Fam,6,5,2,0,5,1977,912,4,GasA,Y,2344,0,2009,176340.939606708
100,10927,1Fam,6,4,2,0,7,2003,612,3,GasA,Y,1381,0,2007,154295.671088958
65,4400,1Fam,8,5,2,0,5,1954,1208,3,GasA,Y,1968,0,2009,221107.526556428
174,7630,1Fam,5,5,2,1,8,1940,1905,1,GasA,Y,1560,0,2010,143319.462507707
71,13650,1Fam,5,5,1,0,10,1997,547,2,GasA,Y,1616,0,2006,158866.768073839
78,6120,1Fam,6,6,2,0,8,2006,979,4,GasA,Y,1392,0,2009,187616.464569561
54,11764,1Fam,7,6,2,0,5,1971,744,2,GasA,Y,864,0,2007,88558.8102157167
79,10625,1Fam,5,4,2,1,8,1930,928,2,GasA,Y,2144,0,2009,144092.163012619
68,13758,1Fam,4,5,0,0,6,1994,2223,2,GasA,Y,2087,0,2007,192788.773734199
70,11250,Duplex,6,5,2,0,10,2009,720,4,GasA,Y,1262,0,2008,134344.013835613
72,9084,Duplex,4,5,1,1,8,1964,750,3,GasA,Y,1056,0,2007,134385.329544109
78,19378,1Fam,5,6,2,0,6,1965,684,3,GasA,Y,1077,0,2009,118070.919976669
24,15865,1Fam,5,5,2,0,6,1959,926,4,GasA,Y,1100,0,2007,122983.980358807
65,12919,1Fam,5,5,2,1,7,1966,1561,2,GasA,Y,2110,0,2010,188693.458667901
90,8199,1Fam,7,6,1,1,7,1953,868,2,GasA,Y,912,0,2006,114195.767071543
0,12677,1Fam,7,5,2,1,6,2003,864,3,GasA,Y,1620,0,2008,178460.218583164
0,12589,1Fam,6,5,2,0,5,2004,874,4,GasA,Y,1484,0,2009,185222.071598177
52,8500,1Fam,6,5,2,0,5,1900,864,2,GasA,Y,1125,0,2010,93897.1129457007
57,14442,1Fam,7,5,2,1,10,2005,483,6,GasA,Y,972,0,2008,162199.865189285
60,9200,1Fam,4,5,1,0,6,1960,1340,3,GasA,Y,747,0,2008,106814.878661051
52,7758,2fmCon,5,8,2,0,6,2003,1153,3,GasA,Y,987,0,2007,149279.179004799
72,10395,1Fam,8,5,2,0,5,1957,755,2,GasA,Y,1060,0,2007,204873.421796209
95,13400,1Fam,4,6,2,2,4,2004,1536,4,GasA,Y,2084,0,2008,225350.538556683
0,9906,1Fam,5,5,1,1,4,1971,741,2,GasA,N,1709,0,2009,116851.122069929
121,9965,1Fam,8,5,2,1,8,1969,572,3,GasA,Y,1494,0,2008,207345.870749709
121,9022,1Fam,7,5,2,0,5,1976,528,3,GasA,Y,1442,0,2009,120133.520758615
75,11988,1Fam,4,5,2,1,4,1936,953,3,GasA,Y,1593,0,2006,159056.003089225
72,10628,TwnhsE,5,5,1,0,5,1953,440,3,GasA,Y,1768,0,2008,144625.763486659
40,6993,1Fam,4,6,2,1,6,1976,1097,3,GasA,Y,1060,0,2010,120972.567991769
52,8197,1Fam,7,5,1,1,5,1940,1268,3,GasA,Y,987,0,2007,149646.322035029
75,11120,1Fam,5,7,1,1,8,1977,0,3,GasA,Y,969,0,2008,120744.48607837
34,10084,1Fam,7,5,2,0,5,1999,1643,2,GasA,Y,1489,0,2008,233274.19964133
76,7922,1Fam,5,5,3,0,9,1880,940,3,GasA,Y,1474,0,2007,156237.337310299
0,10440,1Fam,7,5,1,1,7,1977,672,3,GasA,Y,2872,0,2007,234780.102635102
72,7134,1Fam,7,5,2,0,4,2004,876,3,GasA,Y,1402,0,2010,177354.738215525
57,9675,1Fam,5,7,1,1,6,2005,1088,3,GasA,Y,2727,0,2007,196980.623653651
60,6930,TwnhsE,7,5,2,0,7,1939,824,3,GasA,Y,2520,0,2009,176865.809615551
55,7314,1Fam,4,5,2,0,8,1930,1145,3,GasA,Y,1479,0,2007,123806.083472083
76,10800,1Fam,6,6,1,0,7,1977,0,3,GasA,Y,1406,0,2007,142807.258526603
0,4426,1Fam,6,5,1,0,9,1977,967,2,GasA,N,901,0,2006,130836.076085272
34,8640,1Fam,5,5,2,0,7,2005,1214,3,GasA,Y,1719,0,2007,196261.179511735
110,12227,1Fam,6,6,1,1,9,1921,817,4,Grav,Y,1340,0,2009,129617.406721405
75,11885,1Fam,5,7,0,0,6,2008,636,3,GasA,Y,999,0,2009,189213.055896842
0,9000,1Fam,5,4,2,1,7,1920,728,4,GasA,Y,1183,0,2008,83772.6423697983
80,8450,2fmCon,5,7,1,1,7,1977,910,3,GasA,Y,1928,0,2007,190845.676059021
75,13860,1Fam,8,5,3,0,10,1964,1297,4,GasA,Y,1720,0,2009,242096.800434914
65,9000,1Fam,8,5,1,1,6,2005,1107,3,GasA,Y,1344,0,2007,197093.691243956
82,14977,1Fam,5,5,2,0,5,1999,680,2,GasA,Y,1482,0,2008,178778.296356392
60,9636,1Fam,4,4,1,1,6,2004,777,3,GasA,N,1734,0,2009,161079.223822171
0,9750,1Fam,5,6,1,0,7,1958,1440,3,GasA,Y,1268,0,2007,151510.991670566
65,7252,1Fam,7,5,2,0,8,1962,1140,2,GasA,Y,1396,0,2006,182018.629727077
69,10500,1Fam,7,5,2,1,6,1968,1337,3,GasA,Y,1350,0,2006,164401.452717201
59,3500,1Fam,5,5,2,0,9,1999,755,3,GasA,N,747,0,2007,94360.114710867
81,8163,1Fam,5,4,2,0,6,2002,1566,3,GasA,Y,1634,0,2007,216878.153827673
78,11302,1Fam,6,5,3,0,6,1972,811,5,GasA,Y,2291,0,2007,169450.327752876
60,12342,1Fam,5,5,2,1,4,2004,761,3,GasA,Y,1944,0,2006,163185.015355972
34,2280,1Fam,9,5,2,0,4,2005,789,2,GasA,Y,1775,0,2007,222364.621236046
85,8410,1Fam,6,7,2,1,6,1961,1704,3,GasA,Y,1369,0,2009,156551.316516667
88,11096,1Fam,5,7,2,1,5,1958,630,3,GasA,Y,1478,0,2007,144938.200243965
0,9588,1Fam,5,5,2,0,5,1988,1252,3,GasA,Y,1111,0,2006,166382.05646513
64,8200,1Fam,8,5,1,1,8,1928,720,3,GasA,Y,1710,0,2006,167886.570572859
0,8877,1Fam,6,5,1,1,8,2004,1713,3,GasA,Y,1636,0,2006,210058.123161309
0,4058,1Fam,6,5,1,0,4,1998,1763,3,GasA,Y,1314,0,2007,175265.062725392
75,11250,1Fam,7,6,2,0,5,2009,1262,0,GasA,Y,1198,0,2007,210679.999718167
53,2289,2fmCon,6,5,2,0,6,1959,649,3,GasA,Y,1144,0,2010,93682.7939858241
65,12474,1Fam,4,6,2,1,7,2003,856,4,GasA,Y,2713,0,2007,254382.070857968
69,9453,1Fam,7,6,1,0,6,1972,969,4,GasA,Y,1077,0,2009,139739.095731238
0,7560,1Fam,6,6,2,1,7,1922,970,5,GasA,Y,2138,0,2006,193959.980374821
80,10382,1Fam,6,5,1,0,7,1953,1210,2,GasA,Y,1716,0,2010,170659.836470619
100,7931,1Fam,6,5,1,0,5,1970,1113,2,GasA,Y,1950,0,2006,147127.908661607
80,8462,1Fam,7,5,1,0,8,1996,1116,3,GasA,Y,987,0,2006,155955.759606622
0,27650,1Fam,6,5,2,0,7,1993,0,4,GasA,Y,864,0,2008,121188.551941926
80,8450,1Fam,5,7,1,0,3,1923,1208,3,GasA,Y,1400,0,2009,129396.875933508
63,9830,1Fam,7,5,1,0,7,1931,864,2,GasA,Y,1109,0,2008,164159.431674826
60,14859,1Fam,8,7,1,0,4,1947,1728,3,GasA,Y,1306,0,2007,269844.639113923
85,11194,1Fam,4,7,2,0,6,1999,1713,2,GasA,Y,1800,0,2007,220350.410155831
52,53227,1Fam,6,5,2,0,9,1974,847,3,GasA,Y,1140,0,2008,146558.112957811
73,7200,1Fam,6,5,1,0,7,1972,1145,4,GasA,Y,2624,0,2010,194927.121541307
110,12919,1Fam,5,5,2,1,7,1963,1869,6,GasA,Y,1067,0,2010,134218.336079497
84,15426,1Fam,6,5,1,1,10,1986,1362,3,GasA,Y,864,0,2006,186528.259439722
100,13125,1Fam,5,5,1,1,5,2002,1379,3,GasA,Y,1479,0,2008,173061.390143288
75,17120,1Fam,7,5,2,0,7,1963,1413,3,GasA,Y,1008,0,2009,189212.403324153
80,10667,1Fam,5,5,2,0,7,1918,811,3,GasA,Y,1566,0,2008,132500.881086376
80,14200,1Fam,7,5,1,0,7,1954,894,3,GasA,Y,2236,0,2008,205561.204148147
60,9591,1Fam,6,5,1,0,7,2007,1128,3,GasA,Y,789,0,2008,146060.471375855
75,1300,1Fam,5,5,2,1,8,1923,1152,3,GasA,Y,1214,0,2009,94153.9835476523
21,1936,1Fam,5,5,2,0,9,2005,0,3,GasA,Y,864,0,2007,119085.583582845
98,12800,1Fam,4,7,3,1,5,1948,1800,3,GasA,Y,1092,0,2008,181145.609318275
91,6911,1Fam,5,5,2,0,6,1969,1017,3,GasA,Y,729,0,2009,114922.902475342
57,5400,1Fam,8,5,2,0,7,1948,1434,3,GasA,Y,1768,0,2009,231591.539646048
60,7685,1Fam,5,5,2,1,5,1941,1360,3,GasA,Y,1428,0,2006,174401.160874749
60,1680,1Fam,5,7,1,1,6,2010,864,3,GasA,Y,1960,0,2006,200010.843821389
0,7056,1Fam,5,5,1,1,3,1998,910,3,GasA,Y,971,0,2006,155849.127681078
78,7060,Twnhs,6,5,2,1,5,1966,936,2,GasA,N,1768,0,2006,198341.81217857
42,10382,1Fam,6,5,1,1,8,2006,756,3,GasA,Y,864,0,2008,122973.646709933
21,8795,1Fam,6,5,2,1,7,1930,608,2,GasA,Y,1196,0,2009,74926.6443494514
90,7200,1Fam,5,6,1,0,5,1959,689,3,GasA,Y,2531,0,2006,142975.417014818
95,9750,1Fam,7,5,2,0,8,1977,626,6,GasA,Y,1440,0,2006,178620.694916924
76,9937,Twnhs,4,5,2,0,5,2000,1478,2,GasA,Y,2704,0,2009,217442.859592018
60,10440,1Fam,8,5,2,0,9,1993,1580,3,GasA,Y,2057,0,2008,349139.986192398
65,9150,1Fam,5,5,2,0,7,1928,832,2,GasA,Y,2008,0,2009,131314.898704257
128,8450,Duplex,8,5,1,0,6,1925,1477,3,GasA,Y,2353,0,2010,220514.906444863
24,11844,1Fam,7,5,1,0,4,2009,630,3,GasA,Y,1159,0,2006,172527.417829805
34,11645,1Fam,5,9,2,0,5,2003,1362,2,GasA,Y,912,0,2006,135867.168828109
98,7252,1Fam,7,5,3,1,10,1946,1410,4,GasA,N,1786,0,2008,189871.376785171
52,8640,1Fam,6,5,1,0,6,2007,1486,3,GasA,Y,1453,0,2009,187529.410363959
0,18386,TwnhsE,6,6,2,0,7,1931,483,3,GasA,Y,1126,0,2009,124007.949311463
0,12803,1Fam,6,5,1,1,7,1982,616,3,GasA,N,1086,0,2006,110461.260037505
65,8521,1Fam,5,5,1,1,8,1919,908,2,GasA,Y,1776,0,2010,127356.40194142
32,15750,1Fam,4,5,2,1,7,1925,0,2,GasA,Y,1617,0,2009,110833.241874815
85,8472,1Fam,7,7,2,1,7,2007,612,3,GasA,Y,1554,0,2007,207507.975362412
0,53504,1Fam,8,6,2,1,6,1967,735,3,GasA,Y,1442,0,2008,188777.839722052
78,11096,1Fam,7,7,1,0,10,2003,1442,4,GasA,Y,1456,0,2008,210699.37066411
50,9600,1Fam,7,5,2,1,6,1951,901,4,GasA,Y,789,0,2006,136294.338026857
85,8450,1Fam,5,7,1,0,7,2004,940,5,GasA,Y,1224,0,2008,153241.065314811
0,7301,1Fam,9,7,2,0,4,2003,1425,3,GasA,Y,1709,0,2010,303845.028784446
82,7050,1Fam,4,7,1,1,7,1977,1200,1,GasA,Y,924,0,2007,141039.179693852
84,9375,2fmCon,7,5,2,0,5,1936,0,3,GasW,Y,1496,0,2010,126116.203680831
50,4750,1Fam,6,4,2,0,8,2003,915,4,GasA,N,943,0,2006,153223.010191425
52,7200,1Fam,7,4,2,0,10,2005,1092,2,GasA,Y,672,0,2006,152810.631088793
70,8012,TwnhsE,5,6,2,0,11,1959,648,3,GasA,Y,1203,0,2008,136815.93828333
60,10005,1Fam,7,7,2,0,5,1927,1067,3,GasA,N,1616,0,2009,175499.705131535
55,8199,1Fam,6,5,1,0,4,1955,896,3,GasA,Y,1324,0,2006,120524.547983227
51,12438,1Fam,8,6,2,0,6,1882,660,3,GasA,Y,990,0,2010,152219.829656019
60,3180,1Fam,6,5,1,0,6,1974,1408,3,GasA,Y,1694,0,2007,147066.036677139
0,7560,1Fam,5,7,2,0,8,2007,728,3,GasA,Y,848,0,2006,132458.570607235
78,8755,1Fam,6,5,1,0,8,1979,1273,3,GasA,Y,1328,0,2008,130066.613640708
50,10440,1Fam,5,5,2,1,6,1969,970,2,GasA,N,1224,0,2006,130542.592958495
78,12003,1Fam,5,7,1,1,4,1969,715,5,GasA,Y,1573,0,2009,143613.384268951
128,13400,1Fam,7,5,2,0,8,1994,768,3,GasA,Y,848,0,2009,153004.944665184
21,8816,1Fam,8,8,2,0,4,1941,735,2,GasA,Y,1968,0,2007,245268.019385988
0,10500,1Fam,6,6,2,0,5,1952,560,1,GasA,Y,1582,0,2006,103563.887263345
121,7800,1Fam,6,5,1,1,7,1961,1440,3,GasA,Y,1363,0,2006,168900.539847339
40,11250,1Fam,5,6,3,0,5,1936,660,2,GasA,N,1386,0,2006,105993.293982699
88,11787,1Fam,8,7,1,0,5,1972,1372,2,GasA,Y,999,0,2009,229713.817440732
174,13811,2fmCon,6,5,2,1,7,1953,778,3,GasA,Y,1710,0,2006,134672.849342072
77,10628,TwnhsE,9,5,2,0,7,1916,1134,3,GasA,Y,2153,0,2010,240049.256595403
0,9786,1Fam,5,7,2,0,7,1953,855,3,GasA,Y,1709,0,2008,135327.727676784
60,9786,1Fam,6,5,2,1,5,2001,616,2,GasA,Y,1479,0,2009,163516.751198539
50,11120,1Fam,5,8,2,0,8,1972,774,3,GasA,Y,1368,0,2009,118441.652907656
90,3600,1Fam,8,5,1,0,6,1988,855,3,GasA,Y,1500,0,2007,202966.622540658
21,8235,1Fam,5,4,1,0,5,1997,912,2,GasA,Y,672,0,2006,123308.581477543
68,8973,1Fam,5,6,2,1,6,2004,864,3,GasA,Y,1494,0,2007,177006.033976914
58,11120,1Fam,7,7,2,0,7,1977,816,3,GasA,N,1216,0,2007,155536.874219118
61,10542,1Fam,5,5,0,0,8,1900,1311,4,GasA,Y,1198,0,2010,115715.321500791
60,4274,1Fam,4,5,1,0,7,1972,1425,4,GasA,Y,1040,0,2009,145476.74117515
79,12384,1Fam,5,9,2,1,4,2006,1143,3,GasW,Y,1429,0,2009,190498.51379228
75,9200,1Fam,6,5,2,0,7,2000,1417,3,GasA,Y,2504,0,2009,225686.252095376
120,8633,1Fam,6,6,2,0,11,1979,1501,2,GasA,Y,1484,0,2008,207812.990891266
72,7153,1Fam,10,6,1,0,6,2006,1360,1,GasA,Y,1428,0,2009,258331.817687118
0,10106,1Fam,5,7,2,0,8,2003,1126,1,GasA,Y,2020,0,2008,176567.579843704
0,10386,1Fam,5,8,1,0,5,1958,1566,2,GasA,Y,1939,0,2006,152703.277320409
75,8846,1Fam,7,5,2,1,6,1999,912,3,GasA,Y,1535,0,2007,191148.073611405
70,9672,1Fam,7,8,2,0,4,2008,780,3,GasA,Y,1686,0,2009,211251.6156374
0,6300,1Fam,4,6,1,1,4,1962,676,3,GasA,N,990,0,2010,98708.5682541613
85,164660,1Fam,6,5,2,1,8,1958,616,3,GasA,Y,1362,0,2007,191691.250146405
89,5000,1Fam,7,6,1,1,4,1940,1090,2,GasA,Y,1372,0,2007,162659.185507759
0,9180,Twnhs,8,6,1,0,9,1950,1070,4,GasA,Y,1786,0,2006,180863.619842619
65,9571,1Fam,8,6,1,0,4,1965,1522,2,GasA,Y,2353,0,2008,296869.770945573
75,9790,1Fam,6,6,2,1,7,1910,1073,3,GasA,Y,1710,0,2009,144869.848846948
73,6000,TwnhsE,5,5,2,0,10,1931,780,3,GasA,Y,999,0,2007,112333.049008284
0,11249,1Fam,5,5,1,1,4,1971,1078,4,GasA,Y,960,0,2008,136970.634393463
88,5000,1Fam,5,6,2,0,7,1995,1489,4,GasA,Y,1372,0,2007,173991.492226708
80,9549,TwnhsE,5,7,2,0,5,1885,1417,3,GasA,N,789,0,2009,69115.8413584386
98,10625,1Fam,7,5,1,0,7,1963,1138,2,GasA,N,1137,0,2007,159789.848455263
110,11228,1Fam,7,5,1,1,8,1966,1396,3,GasA,Y,630,0,2008,142916.898508301
0,5232,TwnhsE,6,8,2,0,7,1970,728,3,GasA,Y,1573,0,2007,171505.80901137
60,16059,2fmCon,5,6,1,1,5,1951,864,4,GasA,Y,1148,0,2009,134589.883667764
63,10800,1Fam,6,5,1,0,5,2003,912,3,GasA,Y,1114,0,2008,121771.633585264
0,12144,1Fam,5,5,1,0,5,1970,882,3,GasA,Y,1456,0,2009,170294.401612076
60,9920,1Fam,5,3,2,1,9,1982,1234,3,GasA,Y,2418,0,2006,200815.858649097
60,13101,1Fam,6,5,1,0,7,1997,630,2,GasA,Y,1096,0,2006,151980.437055439
60,8712,1Fam,6,7,1,0,6,2004,440,3,GasA,N,1635,0,2009,173614.739308057
0,4750,2fmCon,6,6,1,0,9,2003,832,3,GasA,Y,912,0,2009,140441.941550112
55,9600,1Fam,4,5,2,1,6,1920,1869,3,GasA,Y,1512,0,2007,106181.529137983
60,9600,1Fam,4,5,2,0,10,1949,1720,3,GasA,Y,1775,0,2009,189056.657143256
58,12205,1Fam,5,5,2,0,6,2007,912,2,GasA,Y,848,0,2009,153352.24206965
50,21535,1Fam,1,5,1,2,5,1910,1848,2,GasA,Y,816,0,2008,113764.974002396
80,8640,1Fam,7,5,1,1,8,1970,770,4,GasA,Y,1638,0,2007,188442.291288892
70,7590,1Fam,7,6,2,1,6,1971,1040,3,GasA,Y,1701,0,2006,166516.252563465
90,10386,1Fam,6,5,2,1,5,1971,798,4,GasA,N,864,0,2007,100615.479024398
60,11198,1Fam,6,6,2,0,5,1965,880,3,GasA,Y,1053,0,2008,134108.258726488
66,7200,1Fam,4,6,2,1,6,1999,848,3,GasA,Y,928,0,2009,115718.31999071
85,3982,1Fam,6,5,1,0,6,1940,1164,3,GasA,Y,1969,0,2007,145356.698918234
110,13651,1Fam,5,7,2,1,5,1976,1176,3,GasA,Y,1453,0,2008,197535.381929795
77,9000,TwnhsE,6,5,1,0,9,2006,952,4,GasA,Y,789,0,2008,123385.153283036
60,12394,1Fam,6,5,2,0,6,1999,764,4,GasA,Y,1152,0,2008,173697.172939071
65,7018,1Fam,7,7,1,0,6,2003,1063,4,GasA,N,1432,0,2007,184922.624103764
60,13500,1Fam,6,7,2,1,10,2005,672,4,GasA,Y,928,0,2008,141316.983297667
0,9480,1Fam,5,6,1,0,6,1982,1188,4,GasA,Y,1498,0,2008,207448.503165041
80,8410,1Fam,6,7,2,0,5,1986,1926,3,GasA,Y,1680,0,2009,189234.303144625
84,8960,1Fam,4,5,2,0,8,1996,888,3,GasA,Y,1472,0,2008,132638.783684491
0,8737,1Fam,6,5,2,1,7,1966,1161,2,GasA,Y,1348,0,2009,124919.727626696
80,7200,Duplex,9,5,1,1,7,1930,1602,3,GasA,Y,1869,0,2008,234504.201981965
40,16770,1Fam,6,5,2,0,7,1958,1368,4,GasA,Y,902,0,2007,153768.363706629
111,6155,1Fam,5,5,1,0,6,2004,1442,3,GasA,Y,1217,0,2007,134779.648568716
91,4712,1Fam,5,6,1,0,7,2004,1153,3,GasA,Y,988,0,2007,126363.792943098
80,11049,1Fam,4,6,2,1,7,2006,1273,2,GasA,N,2267,0,2009,207412.209533893
66,9571,1Fam,5,6,2,1,7,1959,1440,2,GasA,Y,1555,0,2007,186649.512797601
90,10300,1Fam,6,5,1,0,5,1953,1584,4,GasA,Y,1919,0,2009,178050.065010916
41,12327,1Fam,8,5,1,0,6,1998,777,3,GasA,Y,1688,0,2008,194618.165761538
0,12640,1Fam,7,5,2,1,8,1983,1728,3,GasA,Y,938,0,2006,206738.663178491
60,7945,1Fam,5,5,2,1,6,2004,784,3,GasA,Y,1416,0,2007,162283.643202253
76,7050,1Fam,9,4,1,1,6,1958,740,3,GasA,Y,1196,0,2006,191251.14080907
84,10140,1Fam,5,5,2,0,5,1960,1478,3,GasA,Y,1324,0,2009,169778.276105856
0,10859,1Fam,8,7,1,1,6,1955,1868,3,GasA,Y,1026,0,2008,223788.298972625
74,12327,1Fam,5,6,1,0,11,1980,3094,3,GasA,Y,1501,0,2009,225034.667905053
0,4928,TwnhsE,5,5,1,1,7,1962,864,2,GasA,Y,2080,0,2006,121801.498627854
101,2280,1Fam,6,5,2,0,6,1975,780,2,GasA,Y,1620,0,2010,148630.893853689
0,24090,1Fam,6,5,1,1,6,1993,768,3,GasA,Y,1960,0,2007,210905.316294622
70,9600,1Fam,5,2,1,0,9,1992,1158,3,GasA,Y,1554,0,2010,176842.685405101
50,8472,1Fam,5,5,2,0,9,1977,1568,3,GasA,Y,1935,0,2008,137763.97642735
57,10593,1Fam,8,6,3,1,4,1982,483,2,GasA,Y,2775,0,2006,247562.842512598
74,10355,1Fam,5,5,2,0,8,1968,485,4,GasA,Y,2046,0,2009,132005.466889718
60,8544,1Fam,7,4,1,0,4,1954,624,3,GasA,Y,1131,0,2009,149480.715698447
70,6120,1Fam,7,5,2,0,5,2006,1088,3,GasA,Y,864,0,2009,157135.942792463
65,9430,2fmCon,7,5,2,0,6,1979,689,2,GasA,Y,1425,0,2009,170964.687031848
0,10896,1Fam,6,5,2,0,7,1997,3094,2,GasA,Y,894,0,2006,190396.704024983
59,5105,1Fam,6,5,1,0,6,2004,832,2,GasA,Y,1060,0,2007,172327.132396633
57,11040,1Fam,7,5,1,0,5,1972,1013,3,GasA,Y,1548,0,2009,168238.898132074
50,39104,1Fam,5,5,1,1,6,1945,848,2,GasA,Y,1319,0,2010,143223.482042984
80,7931,2fmCon,7,5,2,0,5,1955,1208,3,GasA,Y,1376,0,2006,153921.879481709
78,16059,Duplex,9,5,2,0,7,2005,764,3,GasA,Y,2113,0,2008,319839.679211545
70,5784,Twnhs,7,6,2,1,6,1995,561,3,GasA,Y,1414,0,2009,178216.169940728
0,12798,1Fam,7,7,1,0,6,1975,1340,3,GasA,Y,1178,512,2008,161842.213408842
21,7750,TwnhsE,7,5,1,0,7,1989,1686,3,GasA,N,1456,0,2006,217331.495393362
40,7758,1Fam,5,4,2,0,6,1978,1202,2,GasA,Y,630,0,2006,161928.746684209
80,8197,1Fam,6,5,2,0,5,1936,950,1,GasW,N,1159,0,2008,92180.7447701577
74,2572,1Fam,6,6,1,1,7,1997,864,4,GasA,Y,1304,0,2008,151497.695500355
60,9100,1Fam,6,5,2,0,8,1995,1080,2,GasA,Y,848,0,2008,125940.801728372
110,8450,1Fam,5,5,1,0,5,2001,1021,4,GasA,Y,1688,0,2007,183786.072924465
60,9549,1Fam,5,5,2,0,6,2007,1088,3,GasA,Y,884,0,2006,157681.595720193
60,9855,Twnhs,6,5,1,0,8,2003,1800,2,GasA,Y,1682,0,2006,217955.337195396
85,12665,1Fam,6,5,2,1,7,2005,1800,3,GasA,Y,1430,0,2008,179275.257839516
100,8777,TwnhsE,7,5,1,0,4,1924,939,2,GasA,Y,2046,0,2009,199187.736206932
0,9416,1Fam,5,5,1,0,6,1970,1461,3,GasA,Y,1518,0,2009,168542.978070324
61,11988,1Fam,5,5,2,0,5,1969,440,3,GasA,Y,1472,0,2008,163907.49376102
85,5062,1Fam,7,6,2,1,7,1970,2078,3,GasA,Y,1674,0,2006,191586.40133717
90,7800,1Fam,8,6,2,0,5,1966,770,3,GasA,Y,1391,0,2008,173678.124236469
65,9000,1Fam,6,5,2,0,5,1930,1214,3,GasA,N,1069,0,2009,99350.3920453417
70,1680,1Fam,7,5,2,0,6,1983,1425,4,GasA,Y,1842,0,2007,201900.480710632
