id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result,GreaterThanHalf
25178,0,1,1,0,0,1,0,0,0,0,1,n
25179,0,1,1,0,0,0,1,1,0,0,0,n
25180,0,0,1,1,1,0,0,1,0,1,0,n
25181,0,0,1,0,0,1,0,0,1,1,1,n
25182,1,1,0,0,1,0,1,0,0,1,0,n
25183,1,1,1,1,1,1,1,1,1,1,1,y
25184,1,0,0,1,1,0,0,1,0,0,1,n
25185,0,0,0,0,0,1,0,0,0,0,1,n
25186,0,0,1,0,0,0,1,0,0,0,0,n
25187,0,0,1,0,0,0,1,0,0,1,1,n
25188,0,1,1,1,1,1,0,1,0,1,1,y
25189,1,1,0,0,0,1,0,0,0,0,0,n
25190,1,1,1,1,1,1,1,1,1,1,1,y
25191,0,1,1,0,1,1,1,1,1,1,1,y
25192,0,0,0,1,1,0,0,0,0,0,1,n
25193,1,0,0,0,1,0,0,0,0,1,1,n
25194,0,0,1,1,1,1,1,1,1,1,1,y
25195,0,0,0,1,0,1,0,0,0,0,0,n
25196,1,1,1,1,1,1,1,1,1,0,1,y
25197,0,1,0,1,0,1,0,0,1,0,0,n
25198,1,0,0,0,0,0,0,0,1,1,0,n
25199,1,0,0,0,0,0,0,0,0,0,0,n
25200,0,0,0,1,0,0,1,0,0,0,1,n
25201,0,0,0,0,0,0,1,0,0,0,0,n
25202,1,1,0,0,1,0,0,1,1,1,1,y
25203,0,1,0,0,0,0,1,1,1,0,0,n
25204,0,0,1,1,1,0,0,1,1,0,0,n
25205,1,1,1,1,1,1,1,1,1,1,1,y
25206,1,1,0,1,1,0,1,1,0,0,0,y
25207,0,1,1,1,0,1,0,1,1,1,0,y
25208,1,1,1,1,0,0,1,1,1,1,1,y
25209,1,1,1,1,1,1,1,1,1,1,1,y
25210,1,1,0,0,1,0,1,0,0,1,0,n
25211,0,0,0,0,0,0,0,1,0,1,0,n
25212,0,1,1,1,0,1,0,1,1,1,0,y
25213,0,1,0,1,0,0,0,0,1,0,0,n
25214,0,1,0,1,0,0,1,0,0,0,1,n
25215,1,1,0,0,1,0,0,0,1,0,1,n
25216,1,0,1,1,1,1,1,1,1,1,1,y
25217,1,1,1,1,0,1,0,0,1,1,1,y
25218,0,0,0,1,0,1,0,0,1,0,1,n
25219,0,0,0,0,0,1,1,0,1,1,0,n
25220,1,0,0,0,0,0,0,0,0,0,1,n
25221,0,0,0,0,0,0,0,0,1,0,1,n
25222,0,0,1,0,1,1,0,1,1,0,0,n
25223,1,1,1,1,1,1,1,1,1,1,1,y
25224,0,1,0,1,1,0,1,1,1,0,1,y
25225,0,0,0,0,0,0,0,0,0,1,0,n
25226,1,1,1,1,0,1,0,1,1,1,1,y
25227,1,1,1,1,0,0,1,1,1,1,1,y
25228,1,0,0,0,0,1,1,0,0,1,1,n
25229,1,0,1,1,1,1,1,0,1,1,0,y
25230,0,1,0,1,1,1,0,1,1,0,1,y
25231,1,1,1,0,1,1,1,1,1,1,1,y
25232,1,1,0,1,0,0,0,0,0,1,0,n
25233,0,1,0,1,0,0,0,0,0,0,1,n
25234,1,0,0,0,0,1,1,0,0,0,0,n
25235,0,0,0,0,0,0,0,0,0,1,0,n
25236,0,1,1,1,1,1,0,1,1,1,1,y
25237,1,1,1,1,1,1,1,1,1,1,1,y
25238,0,1,1,1,1,0,1,0,1,1,0,y
25239,0,0,0,1,0,0,0,0,1,0,0,n
25240,0,0,0,1,0,0,0,0,0,1,0,n
25241,0,1,0,0,0,0,0,0,1,1,1,n
25242,0,0,0,0,0,0,0,0,0,0,0,n
25243,1,1,0,0,1,0,0,1,1,0,0,n
25244,1,1,1,0,1,1,1,1,1,1,1,y
25245,0,0,1,1,1,0,1,1,0,0,0,n
25246,0,0,0,0,0,0,0,0,0,0,0,n
25247,1,0,1,0,0,1,1,0,0,1,0,n
25248,1,0,0,1,1,1,0,0,1,0,1,n
25249,0,0,0,1,1,1,0,0,1,1,0,n
25250,1,1,1,1,0,0,1,1,1,1,1,y
25251,0,1,0,1,0,0,0,1,1,1,0,n
25252,1,0,1,0,0,1,0,0,0,1,0,n
25253,1,0,1,0,1,0,0,1,1,1,0,y
25254,1,1,0,1,1,0,0,1,0,0,0,n
25255,0,0,0,0,0,0,0,1,0,1,0,n
25256,1,0,0,1,0,1,0,0,0,1,0,n
25257,1,1,1,1,1,1,1,1,1,0,1,y
25258,1,0,1,1,1,1,0,1,0,0,0,y
25259,0,0,1,1,0,0,0,1,0,0,0,n
25260,1,0,0,1,0,1,1,1,1,0,0,y
25261,1,1,1,1,0,1,1,1,1,1,1,y
25262,1,1,1,1,0,1,0,1,1,0,1,y
25263,0,0,1,0,0,1,1,0,0,0,0,n
25264,0,1,1,0,1,0,0,0,0,0,0,n
25265,1,1,0,1,0,1,0,1,0,1,1,y
25266,0,0,0,0,0,0,0,1,0,0,0,n
25267,1,1,1,1,1,0,1,0,0,1,1,y
25268,1,0,0,1,0,0,0,0,0,0,1,n
25269,0,0,0,1,1,1,0,0,0,1,1,n
25270,1,0,0,0,0,1,1,1,0,1,1,n
25271,1,0,1,0,0,1,0,1,1,0,1,n
25272,1,1,0,0,1,1,1,0,1,1,0,y
25273,0,0,0,0,0,0,1,1,1,1,0,n
25274,1,1,0,0,0,1,1,0,1,1,0,y
25275,0,1,1,1,1,1,0,1,0,0,0,y
25276,0,0,1,1,1,1,1,1,1,1,1,y
25277,0,0,1,1,1,0,1,1,1,1,0,y
25278,0,0,0,0,0,0,0,0,0,0,0,n
25279,1,1,1,1,0,1,1,0,1,0,1,y
25280,0,1,0,0,1,0,0,0,0,0,0,n
25281,1,1,1,1,1,1,1,1,0,1,1,y
25282,1,0,0,1,0,0,0,1,0,1,0,n
25283,0,1,0,0,0,0,0,0,1,0,0,n
25284,1,0,0,0,0,0,0,0,1,1,0,n
25285,0,0,1,0,0,0,0,0,0,0,0,n
25286,1,0,1,1,1,1,1,0,0,0,0,y
25287,0,0,0,0,0,0,0,0,0,0,0,n
25288,0,0,1,1,0,0,1,1,1,1,1,y
25289,0,1,0,0,0,0,0,0,0,0,0,n
25290,1,1,0,0,1,0,0,1,1,1,0,y
25291,0,1,0,1,0,0,0,0,0,1,1,n
25292,1,0,1,1,1,1,1,1,1,0,1,y
25293,0,1,0,0,0,0,0,0,0,0,0,n
25294,0,0,0,0,0,0,0,1,0,0,0,n
25295,1,1,1,1,1,1,1,1,1,1,1,y
25296,0,1,1,1,1,1,1,1,1,1,1,y
25297,1,1,1,1,1,1,1,1,1,1,0,y
25298,1,0,1,1,0,1,1,0,0,1,1,y
25299,0,1,0,1,1,1,1,0,0,1,1,y
25300,1,1,0,0,0,0,1,0,0,1,1,n
25301,0,0,0,0,0,0,0,1,0,1,0,n
25302,0,1,1,0,1,1,0,1,1,1,0,y
25303,1,1,0,1,1,0,0,1,0,0,1,n
25304,1,1,1,1,1,1,1,1,1,1,1,y
25305,0,0,0,0,1,0,0,0,0,0,0,n
25306,1,1,1,1,0,0,0,1,1,0,1,y
25307,0,1,1,0,0,0,0,1,0,0,1,n
25308,1,1,1,0,1,1,1,1,1,0,1,y
25309,0,0,1,0,0,0,0,0,0,0,0,n
25310,1,0,0,0,0,1,0,1,1,1,1,n
25311,1,0,1,1,0,1,1,0,0,1,0,y
25312,1,1,1,1,1,1,1,0,1,0,1,y
25313,1,1,1,1,1,1,0,1,1,1,1,y
25314,0,1,0,1,0,0,1,1,0,1,0,n
25315,0,0,1,0,1,0,0,0,0,1,0,n
25316,1,1,1,1,0,1,1,0,1,0,0,y
25317,1,0,1,1,0,0,1,1,0,1,0,y
25318,0,1,1,0,1,1,1,0,0,0,0,n
25319,1,1,1,1,1,1,1,1,1,1,1,y
25320,0,1,0,0,1,1,0,0,0,0,1,n
25321,1,0,1,1,1,1,0,0,1,1,0,y
25322,1,1,1,1,1,1,1,1,1,1,1,y
25323,1,1,1,1,1,1,1,1,1,1,1,y
25324,0,0,0,0,0,0,0,1,1,0,0,n
25325,1,0,1,1,1,1,0,0,1,1,1,y
25326,1,1,1,1,1,1,1,1,1,1,1,y
25327,1,1,1,1,0,1,1,0,1,1,1,y
25328,1,0,1,1,1,1,1,1,1,1,1,y
25329,1,1,1,1,1,1,1,1,0,1,1,y
25330,1,0,0,1,1,1,1,1,1,1,1,y
25331,0,1,1,0,1,0,1,1,0,1,1,y
25332,0,0,0,1,0,1,1,1,0,1,1,n
25333,1,1,1,0,0,1,1,1,1,0,1,y
25334,1,1,1,1,1,0,1,1,1,1,1,y
25335,0,1,1,1,1,1,1,1,1,0,0,y
25336,1,1,1,1,1,1,1,1,1,1,1,y
25337,0,1,0,1,1,0,0,1,0,1,0,n
25338,0,0,0,1,0,1,0,0,1,0,0,n
25339,1,0,1,1,1,1,1,1,1,0,1,y
25340,1,1,0,0,1,1,1,1,0,0,1,y
25341,0,1,0,1,0,1,0,1,0,1,0,n
25342,1,0,0,0,0,1,0,0,1,0,1,n
25343,0,0,0,1,1,0,0,0,1,0,0,n
25344,0,1,0,1,1,1,0,0,0,0,0,n
25345,1,1,0,0,1,0,0,1,0,0,0,n
25346,1,1,1,0,0,0,0,0,0,1,1,n
25347,1,1,1,1,1,1,1,1,1,1,1,y
25348,0,1,0,0,1,0,0,0,1,0,0,n
25349,0,1,0,0,0,1,0,1,1,1,1,n
25350,1,0,0,1,0,0,1,0,1,1,0,n
25351,1,1,1,1,1,1,1,1,1,1,1,y
25352,1,0,1,1,0,0,1,0,1,0,0,n
25353,1,0,1,0,1,0,1,0,1,0,1,n
25354,1,1,1,1,1,0,1,1,1,0,1,y
25355,1,1,1,1,0,1,1,1,1,0,1,y
25356,0,1,1,0,1,0,0,1,1,1,1,y
25357,0,0,0,1,0,0,0,0,0,1,1,n
25358,1,0,0,0,1,1,0,0,1,0,0,n
25359,1,1,1,1,1,1,1,1,1,1,1,y
25360,0,0,0,0,0,0,0,0,1,0,0,n
25361,1,1,1,1,1,1,1,1,1,0,1,y
25362,0,0,1,1,1,0,1,0,0,1,0,n
25363,1,0,1,0,0,1,1,1,1,1,1,y
25364,0,0,0,0,0,0,0,0,0,0,0,n
25365,1,0,1,1,1,0,1,1,1,0,1,y
25366,1,1,1,1,0,0,1,0,1,1,1,y
25367,0,0,0,1,0,1,1,1,0,0,1,n
25368,0,0,1,1,1,0,0,1,1,1,0,y
25369,1,1,1,1,1,1,1,1,1,0,1,y
25370,0,0,0,0,0,0,1,1,0,0,1,n
25371,0,0,0,0,0,1,0,0,0,0,0,n
25372,1,0,1,1,0,0,1,0,1,0,1,n
25373,1,1,1,0,0,1,1,1,1,1,1,y
25374,0,0,0,0,0,1,0,0,0,1,0,n
25375,1,1,0,1,1,0,1,0,1,0,1,y
25376,0,0,0,0,1,0,0,0,0,1,0,n
25377,1,1,1,1,1,1,1,1,1,1,0,y
25378,1,1,1,0,1,0,1,0,1,1,1,y
25379,0,0,1,0,0,0,0,0,0,0,0,n
25380,0,1,1,1,0,1,1,0,1,1,1,y
25381,1,0,0,1,1,1,0,1,1,0,1,y
25382,1,1,1,1,1,1,1,1,1,1,1,y
25383,1,1,1,1,1,1,1,1,0,1,1,y
25384,0,0,0,0,0,0,0,0,0,0,0,n
25385,1,1,1,1,1,1,1,1,0,1,0,y
25386,0,0,0,1,0,1,0,1,0,0,0,n
25387,0,0,0,0,0,0,0,0,0,0,0,n
25388,0,0,1,0,0,1,1,0,1,0,0,n
25389,0,0,0,0,0,0,0,0,0,0,0,n
25390,0,0,1,1,1,1,0,1,1,1,1,y
25391,0,0,1,1,0,0,1,0,1,1,1,n
25392,0,1,1,1,1,1,1,1,0,1,1,y
25393,0,0,0,0,0,0,1,0,0,0,0,n
25394,1,1,0,0,1,0,1,1,0,0,1,n
25395,0,0,0,1,0,0,0,1,1,1,1,n
25396,1,1,1,0,0,1,1,1,1,1,1,y
25397,1,1,1,1,1,1,1,1,1,1,1,y
25398,1,1,1,1,1,1,1,1,0,1,1,y
25399,0,0,0,0,1,1,0,1,0,0,1,n
25400,1,1,1,1,1,1,1,1,0,1,1,y
25401,1,0,1,0,1,1,0,0,1,1,1,y
25402,1,0,1,1,0,1,1,0,1,0,1,y
25403,0,0,0,0,1,0,0,0,0,0,0,n
25404,1,1,1,1,1,1,1,1,1,1,1,y
25405,1,1,0,0,1,1,0,0,0,1,0,n
25406,0,1,1,0,1,1,1,0,1,0,1,y
25407,1,1,0,1,1,1,1,0,1,1,1,y
25408,1,1,1,1,1,0,1,1,0,1,1,y
25409,1,1,0,1,0,1,0,0,1,0,0,n
25410,0,1,0,0,1,1,1,1,0,0,0,n
25411,0,1,1,0,0,1,1,0,0,0,0,n
25412,1,0,1,1,0,1,0,0,0,1,0,n
25413,1,1,0,1,1,1,1,1,1,1,1,y
25414,1,1,1,1,1,1,1,1,1,1,0,y
25415,1,1,1,1,1,1,1,1,1,1,1,y
25416,0,1,0,0,0,0,1,1,1,0,1,n
25417,1,1,1,1,1,1,1,1,1,1,1,y
25418,1,1,1,1,1,1,1,1,1,1,0,y
25419,1,1,1,1,1,1,1,1,1,1,1,y
25420,1,1,1,1,1,0,0,1,0,0,0,y
25421,0,0,0,1,0,0,0,0,0,1,0,n
25422,1,1,0,1,1,1,1,1,1,1,0,y
25423,0,1,0,1,0,1,1,1,0,1,0,y
25424,1,1,1,1,1,1,1,1,1,1,1,y
25425,0,1,0,0,0,1,1,0,0,0,0,n
25426,1,1,1,1,1,1,1,1,0,1,0,y
25427,0,0,1,1,0,0,1,1,0,1,0,n
25428,1,1,0,1,1,0,0,1,0,1,0,y
25429,1,1,0,0,0,0,1,1,1,0,0,n
25430,1,1,0,0,1,0,0,0,0,0,1,n
25431,1,1,1,1,1,1,1,1,1,1,1,y
25432,1,1,0,1,0,1,1,1,1,1,0,y
25433,1,1,1,1,1,0,1,1,1,0,0,y
25434,1,1,0,1,1,1,1,1,1,0,0,y
25435,1,0,1,1,0,1,0,1,1,0,0,y
25436,0,0,0,0,0,0,0,0,0,0,0,n
25437,1,1,1,1,0,1,0,1,1,0,1,y
25438,0,0,0,1,0,1,1,0,0,0,1,n
25439,0,1,1,1,1,0,0,1,0,1,0,y
25440,0,0,0,1,0,1,0,0,1,0,1,n
25441,0,1,1,0,0,1,1,1,0,0,0,n
25442,0,0,0,1,0,1,1,1,1,0,0,n
25443,0,0,1,0,1,0,0,0,0,0,0,n
25444,0,0,0,0,0,1,0,0,0,0,0,n
25445,0,1,0,1,1,1,1,0,1,1,0,y
25446,1,1,1,1,1,1,1,1,1,1,1,y
25447,0,0,1,1,1,0,1,0,1,0,0,n
25448,1,1,1,1,1,1,1,1,0,1,1,y
25449,0,1,1,1,1,1,1,0,1,0,1,y
25450,0,1,0,0,1,0,1,0,0,0,1,n
25451,0,0,0,0,0,0,0,0,0,0,0,n
25452,0,0,0,1,0,0,0,0,0,0,1,n
25453,0,1,0,0,0,0,0,0,0,0,0,n
25454,1,0,1,1,1,1,1,1,1,1,0,y
25455,0,0,1,1,1,0,0,1,0,1,0,n
25456,0,0,0,0,1,1,1,0,1,1,1,n
25457,0,1,0,0,0,0,1,0,0,0,0,n
25458,0,0,0,0,0,0,0,0,0,0,0,n
25459,0,0,0,0,0,0,0,0,0,0,0,n
25460,0,0,0,0,1,1,1,0,1,1,0,n
25461,0,1,1,1,0,0,0,1,0,0,1,n
25462,0,1,1,1,0,1,1,0,1,1,1,y
25463,1,0,0,1,0,1,0,1,1,1,1,y
25464,0,1,0,0,0,0,0,1,1,0,0,n
25465,1,1,0,1,1,1,1,1,1,1,1,y
25466,0,0,0,0,1,0,0,0,0,0,0,n
25467,0,0,0,0,0,0,1,0,1,1,1,n
25468,1,1,1,1,1,1,1,1,1,1,1,y
25469,1,1,0,1,1,1,1,1,1,1,0,y
25470,1,1,1,1,1,1,1,0,1,0,0,y
25471,0,1,0,0,1,1,0,1,1,0,1,n
25472,0,0,1,0,1,1,0,1,0,0,0,n
25473,0,0,0,0,0,0,0,0,0,0,0,n
25474,1,0,1,0,0,1,0,0,0,0,0,n
25475,1,0,1,0,0,1,1,1,1,1,0,y
25476,0,0,0,0,1,0,0,0,0,0,0,n
25477,1,1,0,1,0,1,1,1,1,0,0,y
25478,0,0,0,0,1,0,0,1,1,0,0,n
25479,1,1,1,0,0,1,0,1,1,0,1,y
25480,1,1,0,0,1,1,1,1,1,1,1,y
25481,1,1,0,1,0,0,1,0,1,1,1,y
25482,0,0,0,0,0,0,0,0,0,0,0,n
25483,1,1,0,0,1,0,1,0,0,1,1,n
25484,0,0,1,0,1,1,0,1,0,1,1,n
25485,0,1,1,1,1,1,1,1,1,1,1,y
25486,1,0,0,0,1,1,0,1,1,1,1,y
25487,1,1,1,1,0,1,1,0,0,1,1,y
25488,1,1,1,0,1,1,0,1,0,1,0,y
25489,1,0,1,1,0,1,0,0,0,1,1,n
25490,0,1,1,1,1,0,1,0,0,1,1,y
25491,0,1,0,1,0,1,0,0,0,1,1,n
25492,0,1,1,0,0,0,0,0,0,0,0,n
25493,0,0,1,0,0,0,0,0,0,0,0,n
25494,1,1,1,1,1,1,1,0,0,1,1,y
25495,1,0,1,1,1,1,1,1,1,1,1,y
25496,1,0,1,1,1,0,1,1,0,1,0,y
25497,0,1,1,1,0,0,1,1,0,1,0,y
25498,0,1,0,1,0,0,0,0,0,0,1,n
25499,0,0,1,0,1,0,0,0,0,0,1,n
25500,1,1,0,1,0,1,0,0,1,1,1,y
25501,0,0,0,0,0,0,0,0,0,1,0,n
25502,1,0,1,1,1,1,0,1,1,0,0,y
25503,1,1,1,1,1,1,1,1,1,1,0,y
25504,0,0,0,1,0,0,0,0,0,0,1,n
25505,0,1,0,1,0,0,0,0,0,0,0,n
25506,0,1,1,1,1,1,1,1,1,0,1,y
25507,0,1,0,0,0,0,1,0,1,0,0,n
25508,1,1,0,1,1,0,1,1,1,1,1,y
25509,0,0,1,1,0,1,0,0,1,0,1,n
25510,0,1,1,0,1,1,1,1,0,1,0,y
25511,1,0,1,1,1,1,0,1,0,1,1,y
25512,0,1,0,0,1,1,1,1,0,0,1,n
25513,0,0,0,1,0,1,0,1,0,1,1,n
25514,0,0,0,0,0,0,0,0,0,0,0,n
25515,1,0,1,1,1,1,1,0,1,1,1,y
25516,0,0,1,1,1,1,0,1,1,1,1,y
25517,1,0,1,1,1,1,1,1,1,1,1,y
25518,0,1,1,1,1,0,0,1,0,0,0,n
25519,0,0,0,0,0,0,0,0,0,0,0,n
25520,1,0,0,1,0,0,0,1,0,0,0,n
25521,0,0,0,0,0,0,0,0,0,0,0,n
25522,1,1,1,1,1,1,1,1,1,1,1,y
25523,1,0,0,1,0,0,0,0,1,1,1,n
25524,0,0,0,0,0,0,0,0,0,0,0,n
25525,1,1,0,1,1,0,0,0,1,0,1,n
25526,0,0,0,1,1,0,1,0,0,1,1,n
25527,1,0,1,1,1,0,1,1,1,0,1,y
25528,0,0,0,0,0,0,0,1,0,0,0,n
25529,0,0,0,0,0,0,0,0,0,0,0,n
25530,0,1,1,0,1,1,0,1,1,1,1,y
25531,1,0,1,1,1,1,1,1,1,1,1,y
25532,1,0,0,0,0,0,0,0,0,0,0,n
25533,0,0,1,0,0,0,0,1,0,0,0,n
25534,0,1,1,1,1,0,0,1,1,1,1,y
25535,1,0,1,0,1,1,0,0,0,1,1,n
25536,0,0,0,0,0,0,0,1,1,0,0,n
25537,0,1,0,0,0,0,0,1,1,1,1,n
25538,0,1,0,1,1,0,1,0,0,0,1,n
25539,0,0,0,0,1,0,0,0,0,0,0,n
25540,1,1,1,0,1,1,1,1,0,0,1,y
25541,0,0,0,0,0,1,1,0,0,1,0,n
25542,1,1,1,1,1,1,1,1,0,1,1,y
25543,0,0,0,1,0,0,1,0,1,1,1,n
25544,1,1,1,1,1,0,0,1,0,1,0,y
25545,0,0,1,0,0,1,0,1,1,1,0,n
25546,1,0,1,1,1,1,0,1,1,1,0,y
25547,1,1,1,1,0,1,1,0,1,1,0,y
25548,1,1,0,0,0,0,0,1,0,0,0,n
25549,1,0,1,0,1,0,0,0,0,1,0,n
25550,1,1,1,1,1,1,1,1,0,1,1,y
25551,1,0,0,0,0,0,0,0,0,0,0,n
25552,1,1,1,1,1,1,1,1,1,1,1,y
25553,0,0,1,0,1,0,0,1,0,0,0,n
25554,0,0,0,0,0,0,0,1,0,1,1,n
25555,0,0,0,0,0,0,0,0,1,1,0,n
25556,1,1,0,1,1,1,1,1,0,1,0,y
25557,0,0,0,0,0,0,0,0,0,1,0,n
25558,1,0,0,1,0,1,0,0,0,0,0,n
25559,1,0,0,0,0,0,0,0,0,0,0,n
25560,1,1,0,1,1,0,1,0,1,1,1,y
25561,0,0,0,0,0,0,1,0,0,0,0,n
25562,1,1,1,1,1,1,1,1,1,1,0,y
25563,1,1,1,1,1,1,1,1,1,1,1,y
25564,1,0,1,1,0,0,1,1,1,1,0,y
25565,0,1,0,1,0,0,0,0,0,0,1,n
25566,0,1,1,1,0,1,1,1,0,1,1,y
25567,1,1,1,1,1,1,1,1,1,1,1,y
25568,1,1,1,1,0,1,0,1,0,1,0,y
25569,1,1,1,1,1,0,1,1,0,1,0,y
25570,0,0,0,1,0,1,0,0,0,0,0,n
25571,0,0,0,0,0,1,0,0,1,1,1,n
25572,1,1,1,0,1,1,1,1,0,0,0,y
25573,0,0,1,0,0,1,0,0,0,1,0,n
25574,0,0,1,1,0,0,0,0,0,0,0,n
25575,1,1,1,1,1,1,1,1,1,1,1,y
25576,1,0,0,0,0,0,0,0,0,0,0,n
25577,0,1,1,1,1,1,1,1,1,1,1,y
25578,0,0,1,0,0,1,1,0,0,0,1,n
25579,1,0,0,0,1,0,0,1,1,0,0,n
25580,1,1,1,1,1,1,1,1,1,1,1,y
25581,1,0,1,0,1,0,1,1,1,0,1,y
25582,1,1,1,1,1,1,1,1,0,1,1,y
25583,1,1,1,0,1,1,0,1,1,1,1,y
25584,1,1,1,1,1,1,1,1,1,1,1,y
25585,1,0,0,0,0,0,0,0,0,0,0,n
25586,1,1,0,0,0,0,0,1,1,0,0,n
25587,0,0,0,0,1,0,0,0,0,0,0,n
25588,1,1,0,1,0,1,1,0,0,1,0,y
25589,1,1,0,1,1,0,1,0,0,0,0,n
25590,1,0,1,0,1,1,1,1,1,1,0,y
25591,0,1,1,0,1,1,1,1,1,1,1,y
25592,1,1,1,0,0,1,1,1,0,1,1,y
25593,0,1,1,0,1,0,0,0,1,0,0,n
25594,1,0,0,1,0,1,1,1,1,1,0,y
25595,1,1,1,1,0,1,1,0,1,1,1,y
25596,1,0,0,0,0,1,0,0,0,1,1,n
25597,1,1,1,1,1,1,1,1,1,1,1,y
25598,1,1,0,1,1,0,0,1,0,0,1,n
25599,1,1,1,1,1,1,0,1,0,1,1,y
25600,1,1,1,1,1,0,1,1,1,1,1,y
25601,1,1,0,1,1,1,1,1,0,1,0,y
25602,1,1,0,0,0,1,1,0,1,1,1,y
25603,1,1,1,1,0,1,0,1,1,0,1,y
25604,1,0,1,1,0,1,0,1,0,1,0,y
25605,1,1,0,0,1,0,1,0,1,1,0,y
25606,0,1,1,1,1,1,0,0,1,1,1,y
25607,0,0,1,1,0,0,0,0,0,1,0,n
25608,1,1,0,1,1,1,1,1,1,1,1,y
25609,0,0,0,0,0,0,1,0,0,0,0,n
25610,1,1,1,1,0,1,1,1,0,1,1,y
25611,1,0,0,0,0,0,0,1,0,0,1,n
25612,0,0,1,0,1,0,1,0,0,0,0,n
25613,0,0,1,1,0,1,1,0,0,0,1,n
25614,1,1,1,1,1,1,1,1,1,1,1,y
25615,1,1,0,1,1,1,0,1,1,1,1,y
25616,1,1,1,1,1,1,1,1,1,1,1,y
25617,0,1,0,0,0,0,0,0,0,0,1,n
25618,0,1,1,1,0,0,1,1,0,1,0,y
25619,0,0,0,1,0,0,1,0,0,1,1,n
25620,1,1,1,1,1,1,1,1,1,1,1,y
25621,1,1,1,0,1,1,1,0,1,0,0,y
25622,0,1,0,1,0,0,0,0,0,1,0,n
25623,1,1,1,1,1,1,1,1,1,1,1,y
25624,1,1,1,1,1,1,1,1,1,1,1,y
25625,0,0,0,0,1,0,1,0,0,0,0,n
25626,1,1,1,1,1,1,1,1,1,1,1,y
25627,1,1,1,0,1,1,1,1,1,1,1,y
25628,1,1,1,0,1,1,1,1,0,0,1,y
25629,0,0,0,0,1,1,0,1,0,1,0,n
25630,1,1,1,0,1,1,1,1,1,1,0,y
25631,1,1,1,1,0,1,1,1,1,1,1,y
25632,1,1,1,1,1,1,0,1,1,1,1,y
25633,0,0,1,1,0,1,0,0,0,1,1,n
25634,0,1,0,1,0,0,0,0,0,0,0,n
25635,0,0,0,0,0,0,0,0,0,0,0,n
25636,0,1,0,0,1,0,0,0,1,0,0,n
25637,1,0,0,0,1,1,0,0,0,0,0,n
25638,1,1,1,1,1,0,0,0,1,1,1,y
25639,1,1,0,0,1,0,1,1,1,0,0,y
25640,0,0,1,0,1,0,0,0,0,0,0,n
25641,0,0,1,0,0,1,0,0,0,1,0,n
25642,0,1,0,0,0,0,1,0,1,0,0,n
25643,0,0,0,0,1,0,1,0,0,0,1,n
25644,1,1,1,1,1,1,1,1,1,1,1,y
25645,0,0,1,1,0,1,0,0,1,0,0,n
25646,0,1,1,0,1,1,0,1,1,1,0,y
25647,1,0,1,1,0,1,1,1,1,1,1,y
25648,0,0,0,0,0,0,1,0,0,0,0,n
25649,1,0,0,0,0,0,0,0,0,0,0,n
25650,1,0,1,0,0,1,1,1,1,1,1,y
25651,0,0,0,0,0,0,0,0,0,0,0,n
25652,0,1,1,0,1,0,0,0,0,1,0,n
25653,1,1,1,1,1,1,1,1,1,1,1,y
25654,1,0,1,1,1,1,1,1,0,1,0,y
25655,1,1,0,1,0,0,0,0,0,0,0,n
25656,0,0,1,1,1,0,0,1,0,0,1,n
25657,1,1,1,1,1,1,1,1,1,1,1,y
25658,0,0,0,1,0,1,1,1,1,1,1,y
25659,0,0,0,1,0,0,0,0,1,0,1,n
25660,0,0,0,1,0,0,0,0,0,0,0,n
25661,1,1,1,1,1,1,1,1,1,1,1,y
25662,0,0,0,0,0,0,0,0,0,0,0,n
25663,0,0,0,0,1,0,1,0,0,0,0,n
25664,1,0,0,0,0,1,0,0,0,0,0,n
25665,1,1,1,0,1,1,0,0,0,0,0,n
25666,0,1,0,1,1,1,0,0,0,1,1,n
25667,0,1,0,0,0,1,0,0,0,0,0,n
25668,0,1,0,0,1,1,0,0,0,0,0,n
25669,1,1,1,1,1,1,1,1,1,1,1,y
25670,0,0,1,0,0,0,0,0,1,1,1,n
25671,0,0,0,1,0,0,0,0,0,0,0,n
25672,1,1,1,1,1,1,1,0,1,0,1,y
25673,0,1,0,0,0,1,1,1,0,0,0,n
25674,0,0,0,0,0,0,0,0,0,0,0,n
25675,0,1,1,1,0,0,0,0,0,1,1,n
25676,1,0,1,1,1,1,0,1,0,1,0,y
25677,0,1,0,0,0,0,0,0,1,1,0,n
25678,1,1,0,1,1,1,1,1,1,1,1,y
25679,0,0,0,0,0,0,0,0,0,0,0,n
25680,0,0,0,0,0,0,0,0,0,0,1,n
25681,0,0,1,1,0,0,0,0,0,1,1,n
25682,0,1,0,0,0,0,0,0,1,0,0,n
25683,0,0,1,0,0,0,0,0,0,0,0,n
25684,0,1,1,1,1,0,1,1,1,1,1,y
25685,1,1,1,0,1,1,0,0,1,1,0,y
25686,1,0,0,1,1,0,0,1,1,0,1,n
25687,1,0,1,1,0,1,1,1,1,1,1,y
25688,1,1,0,1,1,1,1,1,1,1,1,y
25689,0,0,0,0,0,0,0,0,0,0,0,n
25690,1,1,1,1,0,1,1,1,1,1,1,y
25691,0,0,0,0,1,0,0,0,0,0,0,n
25692,1,1,1,1,1,1,1,1,1,1,1,y
25693,1,1,0,1,0,0,0,0,1,1,0,n
